67+81->7+1=8,6+8=4c1->148
25+53->5+3=8,2+5=7->78
2+18->2+8=0c1,0+1+1=2c0->20
99+88->9+8=7c1,9+8+1=8c1->187
19+36->9+6=5c1,1+3+1=5c0->55
60+37->0+7=7,6+3=9->97
35+14->5+4=9,3+1=4->49
59+57->9+7=6c1,5+5+1=1c1->116
56+1->6+1=7,5+0=5->57
40+42->0+2=2,4+4=8->82
96+81->6+1=7,9+8=7c1->177
98+78->8+8=6c1,9+7+1=7c1->176
24+82->4+2=6,2+8=0c1->106
50+62->0+2=2,5+6=1c1->112
30+43->0+3=3,3+4=7->73
19+30->9+0=9,1+3=4->49
12+7->2+7=9,1+0=1->19
23+5->3+5=8,2+0=2->28
22+99->2+9=1c1,2+9+1=2c1->121
25+39->5+9=4c1,2+3+1=6c0->64
51+65->1+5=6,5+6=1c1->116
42+20->2+0=2,4+2=6->62
32+1->2+1=3,3+0=3->33
40+8->0+8=8,4+0=4->48
99+10->9+0=9,9+1=0c1->109
62+33->2+3=5,6+3=9->95
80+88->0+8=8,8+8=6c1->168
94+83->4+3=7,9+8=7c1->177
19+75->9+5=4c1,1+7+1=9c0->94
59+19->9+9=8c1,5+1+1=7c0->78
72+50->2+0=2,7+5=2c1->122
49+80->9+0=9,4+8=2c1->129
62+97->2+7=9,6+9=5c1->159
56+65->6+5=1c1,5+6+1=2c1->121
30+58->0+8=8,3+5=8->88
20+18->0+8=8,2+1=3->38
45+34->5+4=9,4+3=7->79
9+34->9+4=3c1,0+3+1=4c0->43
43+44->3+4=7,4+4=8->87
31+82->1+2=3,3+8=1c1->113
76+54->6+4=0c1,7+5+1=3c1->130
24+22->4+2=6,2+2=4->46
48+36->8+6=4c1,4+3+1=8c0->84
64+88->4+8=2c1,6+8+1=5c1->152
90+54->0+4=4,9+5=4c1->144
83+56->3+6=9,8+5=3c1->139
58+27->8+7=5c1,5+2+1=8c0->85
83+53->3+3=6,8+5=3c1->136
15+32->5+2=7,1+3=4->47
46+37->6+7=3c1,4+3+1=8c0->83
91+75->1+5=6,9+7=6c1->166
64+64->4+4=8,6+6=2c1->128
11+6->1+6=7,1+0=1->17
32+96->2+6=8,3+9=2c1->128
4+90->4+0=4,0+9=9->94
71+57->1+7=8,7+5=2c1->128
87+45->7+5=2c1,8+4+1=3c1->132
90+19->0+9=9,9+1=0c1->109
83+83->3+3=6,8+8=6c1->166
77+10->7+0=7,7+1=8->87
27+94->7+4=1c1,2+9+1=2c1->121
65+83->5+3=8,6+8=4c1->148
82+74->2+4=6,8+7=5c1->156
72+60->2+0=2,7+6=3c1->132
23+34->3+4=7,2+3=5->57
78+53->8+3=1c1,7+5+1=3c1->131
35+27->5+7=2c1,3+2+1=6c0->62
80+57->0+7=7,8+5=3c1->137
72+33->2+3=5,7+3=0c1->105
78+60->8+0=8,7+6=3c1->138
14+42->4+2=6,1+4=5->56
33+62->3+2=5,3+6=9->95
57+25->7+5=2c1,5+2+1=8c0->82
46+22->6+2=8,4+2=6->68
25+96->5+6=1c1,2+9+1=2c1->121
11+89->1+9=0c1,1+8+1=0c1->100
60+12->0+2=2,6+1=7->72
76+30->6+0=6,7+3=0c1->106
37+36->7+6=3c1,3+3+1=7c0->73
42+47->2+7=9,4+4=8->89
2+47->2+7=9,0+4=4->49
77+87->7+7=4c1,7+8+1=6c1->164
63+18->3+8=1c1,6+1+1=8c0->81
46+58->6+8=4c1,4+5+1=0c1->104
54+17->4+7=1c1,5+1+1=7c0->71
69+79->9+9=8c1,6+7+1=4c1->148
38+87->8+7=5c1,3+8+1=2c1->125
24+84->4+4=8,2+8=0c1->108
36+72->6+2=8,3+7=0c1->108
69+50->9+0=9,6+5=1c1->119
63+58->3+8=1c1,6+5+1=2c1->121
13+9->3+9=2c1,1+0+1=2c0->22
47+89->7+9=6c1,4+8+1=3c1->136
95+59->5+9=4c1,9+5+1=5c1->154
65+78->5+8=3c1,6+7+1=4c1->143
4+11->4+1=5,0+1=1->15
62+26->2+6=8,6+2=8->88
56+33->6+3=9,5+3=8->89
42+70->2+0=2,4+7=1c1->112
83+20->3+0=3,8+2=0c1->103
40+35->0+5=5,4+3=7->75
82+34->2+4=6,8+3=1c1->116
62+17->2+7=9,6+1=7->79
66+34->6+4=0c1,6+3+1=0c1->100
36+9->6+9=5c1,3+0+1=4c0->45
16+72->6+2=8,1+7=8->88
44+22->4+2=6,4+2=6->66
54+48->4+8=2c1,5+4+1=0c1->102
11+43->1+3=4,1+4=5->54
73+12->3+2=5,7+1=8->85
29+92->9+2=1c1,2+9+1=2c1->121
83+41->3+1=4,8+4=2c1->124
70+75->0+5=5,7+7=4c1->145
98+57->8+7=5c1,9+5+1=5c1->155
84+67->4+7=1c1,8+6+1=5c1->151
47+9->7+9=6c1,4+0+1=5c0->56
20+30->0+0=0,2+3=5->50
82+77->2+7=9,8+7=5c1->159
67+90->7+0=7,6+9=5c1->157
21+88->1+8=9,2+8=0c1->109
76+93->6+3=9,7+9=6c1->169
73+68->3+8=1c1,7+6+1=4c1->141
22+35->2+5=7,2+3=5->57
34+17->4+7=1c1,3+1+1=5c0->51
9+33->9+3=2c1,0+3+1=4c0->42
71+25->1+5=6,7+2=9->96
41+59->1+9=0c1,4+5+1=0c1->100
10+94->0+4=4,1+9=0c1->104
57+17->7+7=4c1,5+1+1=7c0->74
44+14->4+4=8,4+1=5->58
8+97->8+7=5c1,0+9+1=0c1->105
68+5->8+5=3c1,6+0+1=7c0->73
68+83->8+3=1c1,6+8+1=5c1->151
58+64->8+4=2c1,5+6+1=2c1->122
87+71->7+1=8,8+7=5c1->158
7+97->7+7=4c1,0+9+1=0c1->104
27+31->7+1=8,2+3=5->58
75+94->5+4=9,7+9=6c1->169
37+25->7+5=2c1,3+2+1=6c0->62
62+32->2+2=4,6+3=9->94
3+15->3+5=8,0+1=1->18
22+23->2+3=5,2+2=4->45
79+83->9+3=2c1,7+8+1=6c1->162
44+10->4+0=4,4+1=5->54
45+52->5+2=7,4+5=9->97
9+18->9+8=7c1,0+1+1=2c0->27
56+26->6+6=2c1,5+2+1=8c0->82
14+26->4+6=0c1,1+2+1=4c0->40
56+98->6+8=4c1,5+9+1=5c1->154
50+24->0+4=4,5+2=7->74
43+5->3+5=8,4+0=4->48
42+58->2+8=0c1,4+5+1=0c1->100
32+34->2+4=6,3+3=6->66
99+69->9+9=8c1,9+6+1=6c1->168
43+43->3+3=6,4+4=8->86
20+15->0+5=5,2+1=3->35
70+42->0+2=2,7+4=1c1->112
95+87->5+7=2c1,9+8+1=8c1->182
97+43->7+3=0c1,9+4+1=4c1->140
10+44->0+4=4,1+4=5->54
18+49->8+9=7c1,1+4+1=6c0->67
53+90->3+0=3,5+9=4c1->143
16+10->6+0=6,1+1=2->26
20+67->0+7=7,2+6=8->87
7+73->7+3=0c1,0+7+1=8c0->80
56+18->6+8=4c1,5+1+1=7c0->74
19+35->9+5=4c1,1+3+1=5c0->54
99+65->9+5=4c1,9+6+1=6c1->164
44+46->4+6=0c1,4+4+1=9c0->90
54+39->4+9=3c1,5+3+1=9c0->93
87+25->7+5=2c1,8+2+1=1c1->112
24+88->4+8=2c1,2+8+1=1c1->112
40+18->0+8=8,4+1=5->58
22+14->2+4=6,2+1=3->36
76+45->6+5=1c1,7+4+1=2c1->121
89+2->9+2=1c1,8+0+1=9c0->91
86+3->6+3=9,8+0=8->89
99+24->9+4=3c1,9+2+1=2c1->123
87+83->7+3=0c1,8+8+1=7c1->170
48+23->8+3=1c1,4+2+1=7c0->71
70+37->0+7=7,7+3=0c1->107
56+12->6+2=8,5+1=6->68
39+60->9+0=9,3+6=9->99
74+73->4+3=7,7+7=4c1->147
75+83->5+3=8,7+8=5c1->158
87+20->7+0=7,8+2=0c1->107
37+76->7+6=3c1,3+7+1=1c1->113
82+55->2+5=7,8+5=3c1->137
38+11->8+1=9,3+1=4->49
3+80->3+0=3,0+8=8->83
43+34->3+4=7,4+3=7->77
19+47->9+7=6c1,1+4+1=6c0->66
9+23->9+3=2c1,0+2+1=3c0->32
41+62->1+2=3,4+6=0c1->103
15+96->5+6=1c1,1+9+1=1c1->111
78+5->8+5=3c1,7+0+1=8c0->83
38+88->8+8=6c1,3+8+1=2c1->126
91+22->1+2=3,9+2=1c1->113
56+20->6+0=6,5+2=7->76
41+39->1+9=0c1,4+3+1=8c0->80
14+51->4+1=5,1+5=6->65
52+68->2+8=0c1,5+6+1=2c1->120
76+8->6+8=4c1,7+0+1=8c0->84
56+46->6+6=2c1,5+4+1=0c1->102
11+26->1+6=7,1+2=3->37
58+74->8+4=2c1,5+7+1=3c1->132
65+53->5+3=8,6+5=1c1->118
7+94->7+4=1c1,0+9+1=0c1->101
43+15->3+5=8,4+1=5->58
13+99->3+9=2c1,1+9+1=1c1->112
68+49->8+9=7c1,6+4+1=1c1->117
23+43->3+3=6,2+4=6->66
98+29->8+9=7c1,9+2+1=2c1->127
6+1->6+1=7->7
77+98->7+8=5c1,7+9+1=7c1->175
6+30->6+0=6,0+3=3->36
53+1->3+1=4,5+0=5->54
74+35->4+5=9,7+3=0c1->109
67+21->7+1=8,6+2=8->88
45+43->5+3=8,4+4=8->88
60+94->0+4=4,6+9=5c1->154
34+71->4+1=5,3+7=0c1->105
94+82->4+2=6,9+8=7c1->176
39+22->9+2=1c1,3+2+1=6c0->61
46+69->6+9=5c1,4+6+1=1c1->115
36+10->6+0=6,3+1=4->46
80+73->0+3=3,8+7=5c1->153
70+74->0+4=4,7+7=4c1->144
88+24->8+4=2c1,8+2+1=1c1->112
2+42->2+2=4,0+4=4->44
3+14->3+4=7,0+1=1->17
13+89->3+9=2c1,1+8+1=0c1->102
68+27->8+7=5c1,6+2+1=9c0->95
75+42->5+2=7,7+4=1c1->117
57+36->7+6=3c1,5+3+1=9c0->93
26+44->6+4=0c1,2+4+1=7c0->70
50+43->0+3=3,5+4=9->93
42+1->2+1=3,4+0=4->43
33+84->3+4=7,3+8=1c1->117
33+99->3+9=2c1,3+9+1=3c1->132
28+36->8+6=4c1,2+3+1=6c0->64
88+59->8+9=7c1,8+5+1=4c1->147
5+43->5+3=8,0+4=4->48
54+7->4+7=1c1,5+0+1=6c0->61
33+91->3+1=4,3+9=2c1->124
25+12->5+2=7,2+1=3->37
78+32->8+2=0c1,7+3+1=1c1->110
17+89->7+9=6c1,1+8+1=0c1->106
94+39->4+9=3c1,9+3+1=3c1->133
6+22->6+2=8,0+2=2->28
90+33->0+3=3,9+3=2c1->123
91+35->1+5=6,9+3=2c1->126
70+43->0+3=3,7+4=1c1->113
41+24->1+4=5,4+2=6->65
51+84->1+4=5,5+8=3c1->135
42+27->2+7=9,4+2=6->69
77+25->7+5=2c1,7+2+1=0c1->102
24+14->4+4=8,2+1=3->38
39+78->9+8=7c1,3+7+1=1c1->117
91+14->1+4=5,9+1=0c1->105
47+93->7+3=0c1,4+9+1=4c1->140
31+16->1+6=7,3+1=4->47
19+20->9+0=9,1+2=3->39
33+48->3+8=1c1,3+4+1=8c0->81
87+94->7+4=1c1,8+9+1=8c1->181
77+27->7+7=4c1,7+2+1=0c1->104
11+28->1+8=9,1+2=3->39
84+11->4+1=5,8+1=9->95
5+61->5+1=6,0+6=6->66
26+40->6+0=6,2+4=6->66
68+66->8+6=4c1,6+6+1=3c1->134
25+84->5+4=9,2+8=0c1->109
33+20->3+0=3,3+2=5->53
1+22->1+2=3,0+2=2->23
6+94->6+4=0c1,0+9+1=0c1->100
51+10->1+0=1,5+1=6->61
52+52->2+2=4,5+5=0c1->104
97+94->7+4=1c1,9+9+1=9c1->191
69+83->9+3=2c1,6+8+1=5c1->152
82+91->2+1=3,8+9=7c1->173
47+15->7+5=2c1,4+1+1=6c0->62
48+18->8+8=6c1,4+1+1=6c0->66
46+4->6+4=0c1,4+0+1=5c0->50
98+97->8+7=5c1,9+9+1=9c1->195
83+10->3+0=3,8+1=9->93
34+47->4+7=1c1,3+4+1=8c0->81
54+66->4+6=0c1,5+6+1=2c1->120
71+22->1+2=3,7+2=9->93
59+84->9+4=3c1,5+8+1=4c1->143
83+46->3+6=9,8+4=2c1->129
56+97->6+7=3c1,5+9+1=5c1->153
38+27->8+7=5c1,3+2+1=6c0->65
83+30->3+0=3,8+3=1c1->113
38+15->8+5=3c1,3+1+1=5c0->53
34+7->4+7=1c1,3+0+1=4c0->41
68+19->8+9=7c1,6+1+1=8c0->87
95+68->5+8=3c1,9+6+1=6c1->163
14+61->4+1=5,1+6=7->75
54+47->4+7=1c1,5+4+1=0c1->101
70+93->0+3=3,7+9=6c1->163
41+55->1+5=6,4+5=9->96
12+90->2+0=2,1+9=0c1->102
18+99->8+9=7c1,1+9+1=1c1->117
52+14->2+4=6,5+1=6->66
13+67->3+7=0c1,1+6+1=8c0->80
65+63->5+3=8,6+6=2c1->128
56+69->6+9=5c1,5+6+1=2c1->125
77+26->7+6=3c1,7+2+1=0c1->103
56+24->6+4=0c1,5+2+1=8c0->80
14+89->4+9=3c1,1+8+1=0c1->103
58+3->8+3=1c1,5+0+1=6c0->61
13+88->3+8=1c1,1+8+1=0c1->101
82+97->2+7=9,8+9=7c1->179
29+48->9+8=7c1,2+4+1=7c0->77
6+34->6+4=0c1,0+3+1=4c0->40
65+93->5+3=8,6+9=5c1->158
45+79->5+9=4c1,4+7+1=2c1->124
86+50->6+0=6,8+5=3c1->136
20+78->0+8=8,2+7=9->98
92+62->2+2=4,9+6=5c1->154
69+71->9+1=0c1,6+7+1=4c1->140
45+88->5+8=3c1,4+8+1=3c1->133
57+38->7+8=5c1,5+3+1=9c0->95
58+75->8+5=3c1,5+7+1=3c1->133
26+89->6+9=5c1,2+8+1=1c1->115
82+26->2+6=8,8+2=0c1->108
1+70->1+0=1,0+7=7->71
23+67->3+7=0c1,2+6+1=9c0->90
9+41->9+1=0c1,0+4+1=5c0->50
21+66->1+6=7,2+6=8->87
85+53->5+3=8,8+5=3c1->138
10+32->0+2=2,1+3=4->42
68+4->8+4=2c1,6+0+1=7c0->72
39+1->9+1=0c1,3+0+1=4c0->40
95+18->5+8=3c1,9+1+1=1c1->113
93+41->3+1=4,9+4=3c1->134
12+71->2+1=3,1+7=8->83
2+37->2+7=9,0+3=3->39
2+87->2+7=9,0+8=8->89
2+59->2+9=1c1,0+5+1=6c0->61
38+54->8+4=2c1,3+5+1=9c0->92
12+16->2+6=8,1+1=2->28
62+59->2+9=1c1,6+5+1=2c1->121
93+48->3+8=1c1,9+4+1=4c1->141
17+80->7+0=7,1+8=9->97
93+95->3+5=8,9+9=8c1->188
29+90->9+0=9,2+9=1c1->119
62+36->2+6=8,6+3=9->98
66+84->6+4=0c1,6+8+1=5c1->150
14+58->4+8=2c1,1+5+1=7c0->72
73+25->3+5=8,7+2=9->98
95+84->5+4=9,9+8=7c1->179
72+66->2+6=8,7+6=3c1->138
52+90->2+0=2,5+9=4c1->142
65+11->5+1=6,6+1=7->76
25+48->5+8=3c1,2+4+1=7c0->73
17+14->7+4=1c1,1+1+1=3c0->31
64+5->4+5=9,6+0=6->69
58+81->8+1=9,5+8=3c1->139
37+7->7+7=4c1,3+0+1=4c0->44
61+52->1+2=3,6+5=1c1->113
44+37->4+7=1c1,4+3+1=8c0->81
97+99->7+9=6c1,9+9+1=9c1->196
10+81->0+1=1,1+8=9->91
1+40->1+0=1,0+4=4->41
88+99->8+9=7c1,8+9+1=8c1->187
10+26->0+6=6,1+2=3->36
74+17->4+7=1c1,7+1+1=9c0->91
5+79->5+9=4c1,0+7+1=8c0->84
38+8->8+8=6c1,3+0+1=4c0->46
79+4->9+4=3c1,7+0+1=8c0->83
35+30->5+0=5,3+3=6->65
17+96->7+6=3c1,1+9+1=1c1->113
23+85->3+5=8,2+8=0c1->108
89+3->9+3=2c1,8+0+1=9c0->92
33+63->3+3=6,3+6=9->96
92+5->2+5=7,9+0=9->97
3+6->3+6=9->9
23+46->3+6=9,2+4=6->69
24+92->4+2=6,2+9=1c1->116
92+47->2+7=9,9+4=3c1->139
4+91->4+1=5,0+9=9->95
37+35->7+5=2c1,3+3+1=7c0->72
67+48->7+8=5c1,6+4+1=1c1->115
15+92->5+2=7,1+9=0c1->107
41+54->1+4=5,4+5=9->95
68+52->8+2=0c1,6+5+1=2c1->120
34+19->4+9=3c1,3+1+1=5c0->53
10+4->0+4=4,1+0=1->14
