53+11->3+1=4,5+1=6->64
34+97->4+7=1c1,3+9+1=3c1->131
5+51->5+1=6,0+5=5->56
19+26->9+6=5c1,1+2+1=4c0->45
62+82->2+2=4,6+8=4c1->144
73+11->3+1=4,7+1=8->84
39+20->9+0=9,3+2=5->59
76+40->6+0=6,7+4=1c1->116
65+2->5+2=7,6+0=6->67
95+34->5+4=9,9+3=2c1->129
99+73->9+3=2c1,9+7+1=7c1->172
85+59->5+9=4c1,8+5+1=4c1->144
32+83->2+3=5,3+8=1c1->115
73+9->3+9=2c1,7+0+1=8c0->82
86+27->6+7=3c1,8+2+1=1c1->113
88+73->8+3=1c1,8+7+1=6c1->161
27+55->7+5=2c1,2+5+1=8c0->82
23+33->3+3=6,2+3=5->56
82+78->2+8=0c1,8+7+1=6c1->160
72+85->2+5=7,7+8=5c1->157
2+86->2+6=8,0+8=8->88
44+3->4+3=7,4+0=4->47
1+89->1+9=0c1,0+8+1=9c0->90
84+63->4+3=7,8+6=4c1->147
46+41->6+1=7,4+4=8->87
89+4->9+4=3c1,8+0+1=9c0->93
21+63->1+3=4,2+6=8->84
44+89->4+9=3c1,4+8+1=3c1->133
61+21->1+1=2,6+2=8->82
40+83->0+3=3,4+8=2c1->123
35+98->5+8=3c1,3+9+1=3c1->133
34+10->4+0=4,3+1=4->44
98+8->8+8=6c1,9+0+1=0c1->106
61+70->1+0=1,6+7=3c1->131
71+53->1+3=4,7+5=2c1->124
51+83->1+3=4,5+8=3c1->134
43+32->3+2=5,4+3=7->75
83+57->3+7=0c1,8+5+1=4c1->140
66+83->6+3=9,6+8=4c1->149
44+67->4+7=1c1,4+6+1=1c1->111
90+15->0+5=5,9+1=0c1->105
28+89->8+9=7c1,2+8+1=1c1->117
37+56->7+6=3c1,3+5+1=9c0->93
95+94->5+4=9,9+9=8c1->189
45+74->5+4=9,4+7=1c1->119
39+44->9+4=3c1,3+4+1=8c0->83
26+62->6+2=8,2+6=8->88
64+40->4+0=4,6+4=0c1->104
30+18->0+8=8,3+1=4->48
96+82->6+2=8,9+8=7c1->178
90+21->0+1=1,9+2=1c1->111
18+47->8+7=5c1,1+4+1=6c0->65
87+12->7+2=9,8+1=9->99
38+66->8+6=4c1,3+6+1=0c1->104
7+42->7+2=9,0+4=4->49
94+74->4+4=8,9+7=6c1->168
40+39->0+9=9,4+3=7->79
42+95->2+5=7,4+9=3c1->137
53+88->3+8=1c1,5+8+1=4c1->141
71+8->1+8=9,7+0=7->79
2+26->2+6=8,0+2=2->28
72+82->2+2=4,7+8=5c1->154
83+8->3+8=1c1,8+0+1=9c0->91
60+21->0+1=1,6+2=8->81
64+64->4+4=8,6+6=2c1->128
26+83->6+3=9,2+8=0c1->109
6+97->6+7=3c1,0+9+1=0c1->103
5+41->5+1=6,0+4=4->46
27+62->7+2=9,2+6=8->89
95+67->5+7=2c1,9+6+1=6c1->162
66+43->6+3=9,6+4=0c1->109
12+9->2+9=1c1,1+0+1=2c0->21
72+31->2+1=3,7+3=0c1->103
19+59->9+9=8c1,1+5+1=7c0->78
51+99->1+9=0c1,5+9+1=5c1->150
60+73->0+3=3,6+7=3c1->133
25+59->5+9=4c1,2+5+1=8c0->84
62+76->2+6=8,6+7=3c1->138
43+73->3+3=6,4+7=1c1->116
96+72->6+2=8,9+7=6c1->168
46+87->6+7=3c1,4+8+1=3c1->133
2+65->2+5=7,0+6=6->67
34+50->4+0=4,3+5=8->84
63+51->3+1=4,6+5=1c1->114
86+42->6+2=8,8+4=2c1->128
71+40->1+0=1,7+4=1c1->111
31+3->1+3=4,3+0=3->34
85+20->5+0=5,8+2=0c1->105
38+42->8+2=0c1,3+4+1=8c0->80
35+56->5+6=1c1,3+5+1=9c0->91
26+47->6+7=3c1,2+4+1=7c0->73
89+63->9+3=2c1,8+6+1=5c1->152
29+69->9+9=8c1,2+6+1=9c0->98
63+63->3+3=6,6+6=2c1->126
73+92->3+2=5,7+9=6c1->165
53+62->3+2=5,5+6=1c1->115
26+73->6+3=9,2+7=9->99
37+24->7+4=1c1,3+2+1=6c0->61
21+54->1+4=5,2+5=7->75
83+96->3+6=9,8+9=7c1->179
3+48->3+8=1c1,0+4+1=5c0->51
3+54->3+4=7,0+5=5->57
51+75->1+5=6,5+7=2c1->126
4+65->4+5=9,0+6=6->69
95+85->5+5=0c1,9+8+1=8c1->180
70+85->0+5=5,7+8=5c1->155
23+35->3+5=8,2+3=5->58
79+83->9+3=2c1,7+8+1=6c1->162
6+56->6+6=2c1,0+5+1=6c0->62
40+1->0+1=1,4+0=4->41
52+58->2+8=0c1,5+5+1=1c1->110
74+77->4+7=1c1,7+7+1=5c1->151
71+33->1+3=4,7+3=0c1->104
40+57->0+7=7,4+5=9->97
15+94->5+4=9,1+9=0c1->109
60+5->0+5=5,6+0=6->65
62+39->2+9=1c1,6+3+1=0c1->101
59+94->9+4=3c1,5+9+1=5c1->153
86+95->6+5=1c1,8+9+1=8c1->181
47+89->7+9=6c1,4+8+1=3c1->136
38+14->8+4=2c1,3+1+1=5c0->52
63+62->3+2=5,6+6=2c1->125
64+17->4+7=1c1,6+1+1=8c0->81
72+29->2+9=1c1,7+2+1=0c1->101
52+51->2+1=3,5+5=0c1->103
75+51->5+1=6,7+5=2c1->126
48+96->8+6=4c1,4+9+1=4c1->144
43+81->3+1=4,4+8=2c1->124
95+95->5+5=0c1,9+9+1=9c1->190
82+56->2+6=8,8+5=3c1->138
32+46->2+6=8,3+4=7->78
89+1->9+1=0c1,8+0+1=9c0->90
89+70->9+0=9,8+7=5c1->159
67+14->7+4=1c1,6+1+1=8c0->81
2+29->2+9=1c1,0+2+1=3c0->31
76+58->6+8=4c1,7+5+1=3c1->134
54+35->4+5=9,5+3=8->89
12+96->2+6=8,1+9=0c1->108
62+17->2+7=9,6+1=7->79
18+10->8+0=8,1+1=2->28
20+29->0+9=9,2+2=4->49
41+26->1+6=7,4+2=6->67
22+57->2+7=9,2+5=7->79
93+25->3+5=8,9+2=1c1->118
91+47->1+7=8,9+4=3c1->138
18+77->8+7=5c1,1+7+1=9c0->95
59+99->9+9=8c1,5+9+1=5c1->158
42+20->2+0=2,4+2=6->62
27+83->7+3=0c1,2+8+1=1c1->110
31+37->1+7=8,3+3=6->68
31+54->1+4=5,3+5=8->85
58+10->8+0=8,5+1=6->68
81+24->1+4=5,8+2=0c1->105
21+1->1+1=2,2+0=2->22
84+60->4+0=4,8+6=4c1->144
64+50->4+0=4,6+5=1c1->114
7+5->7+5=2c1->12
63+93->3+3=6,6+9=5c1->156
97+91->7+1=8,9+9=8c1->188
43+76->3+6=9,4+7=1c1->119
1+76->1+6=7,0+7=7->77
39+56->9+6=5c1,3+5+1=9c0->95
89+8->9+8=7c1,8+0+1=9c0->97
34+96->4+6=0c1,3+9+1=3c1->130
7+34->7+4=1c1,0+3+1=4c0->41
94+46->4+6=0c1,9+4+1=4c1->140
4+95->4+5=9,0+9=9->99
99+38->9+8=7c1,9+3+1=3c1->137
35+29->5+9=4c1,3+2+1=6c0->64
26+25->6+5=1c1,2+2+1=5c0->51
98+69->8+9=7c1,9+6+1=6c1->167
91+40->1+0=1,9+4=3c1->131
67+21->7+1=8,6+2=8->88
45+58->5+8=3c1,4+5+1=0c1->103
12+21->2+1=3,1+2=3->33
32+50->2+0=2,3+5=8->82
89+12->9+2=1c1,8+1+1=0c1->101
29+47->9+7=6c1,2+4+1=7c0->76
52+86->2+6=8,5+8=3c1->138
52+1->2+1=3,5+0=5->53
78+20->8+0=8,7+2=9->98
14+61->4+1=5,1+6=7->75
10+30->0+0=0,1+3=4->40
38+69->8+9=7c1,3+6+1=0c1->107
7+6->7+6=3c1->13
66+96->6+6=2c1,6+9+1=6c1->162
36+98->6+8=4c1,3+9+1=3c1->134
22+89->2+9=1c1,2+8+1=1c1->111
68+6->8+6=4c1,6+0+1=7c0->74
49+95->9+5=4c1,4+9+1=4c1->144
78+7->8+7=5c1,7+0+1=8c0->85
6+2->6+2=8->8
91+33->1+3=4,9+3=2c1->124
78+82->8+2=0c1,7+8+1=6c1->160
25+88->5+8=3c1,2+8+1=1c1->113
53+73->3+3=6,5+7=2c1->126
14+43->4+3=7,1+4=5->57
18+78->8+8=6c1,1+7+1=9c0->96
75+1->5+1=6,7+0=7->76
32+81->2+1=3,3+8=1c1->113
92+15->2+5=7,9+1=0c1->107
76+90->6+0=6,7+9=6c1->166
34+7->4+7=1c1,3+0+1=4c0->41
77+98->7+8=5c1,7+9+1=7c1->175
91+71->1+1=2,9+7=6c1->162
35+14->5+4=9,3+1=4->49
82+25->2+5=7,8+2=0c1->107
45+13->5+3=8,4+1=5->58
84+11->4+1=5,8+1=9->95
78+68->8+8=6c1,7+6+1=4c1->146
7+9->7+9=6c1->16
3+72->3+2=5,0+7=7->75
69+78->9+8=7c1,6+7+1=4c1->147
31+14->1+4=5,3+1=4->45
73+24->3+4=7,7+2=9->97
21+20->1+0=1,2+2=4->41
57+64->7+4=1c1,5+6+1=2c1->121
67+80->7+0=7,6+8=4c1->147
23+5->3+5=8,2+0=2->28
6+38->6+8=4c1,0+3+1=4c0->44
40+95->0+5=5,4+9=3c1->135
70+53->0+3=3,7+5=2c1->123
68+71->8+1=9,6+7=3c1->139
36+10->6+0=6,3+1=4->46
2+48->2+8=0c1,0+4+1=5c0->50
72+75->2+5=7,7+7=4c1->147
63+82->3+2=5,6+8=4c1->145
63+39->3+9=2c1,6+3+1=0c1->102
36+92->6+2=8,3+9=2c1->128
54+93->4+3=7,5+9=4c1->147
72+5->2+5=7,7+0=7->77
38+90->8+0=8,3+9=2c1->128
61+83->1+3=4,6+8=4c1->144
26+75->6+5=1c1,2+7+1=0c1->101
67+47->7+7=4c1,6+4+1=1c1->114
42+54->2+4=6,4+5=9->96
87+4->7+4=1c1,8+0+1=9c0->91
98+7->8+7=5c1,9+0+1=0c1->105
5+64->5+4=9,0+6=6->69
89+93->9+3=2c1,8+9+1=8c1->182
54+59->4+9=3c1,5+5+1=1c1->113
42+96->2+6=8,4+9=3c1->138
69+52->9+2=1c1,6+5+1=2c1->121
34+98->4+8=2c1,3+9+1=3c1->132
77+49->7+9=6c1,7+4+1=2c1->126
62+8->2+8=0c1,6+0+1=7c0->70
77+58->7+8=5c1,7+5+1=3c1->135
49+34->9+4=3c1,4+3+1=8c0->83
57+14->7+4=1c1,5+1+1=7c0->71
58+94->8+4=2c1,5+9+1=5c1->152
15+6->5+6=1c1,1+0+1=2c0->21
65+37->5+7=2c1,6+3+1=0c1->102
15+58->5+8=3c1,1+5+1=7c0->73
30+48->0+8=8,3+4=7->78
50+72->0+2=2,5+7=2c1->122
22+7->2+7=9,2+0=2->29
53+1->3+1=4,5+0=5->54
17+28->7+8=5c1,1+2+1=4c0->45
40+47->0+7=7,4+4=8->87
75+67->5+7=2c1,7+6+1=4c1->142
27+33->7+3=0c1,2+3+1=6c0->60
3+83->3+3=6,0+8=8->86
33+89->3+9=2c1,3+8+1=2c1->122
2+57->2+7=9,0+5=5->59
90+85->0+5=5,9+8=7c1->175
56+74->6+4=0c1,5+7+1=3c1->130
51+85->1+5=6,5+8=3c1->136
43+57->3+7=0c1,4+5+1=0c1->100
96+32->6+2=8,9+3=2c1->128
20+42->0+2=2,2+4=6->62
31+9->1+9=0c1,3+0+1=4c0->40
9+24->9+4=3c1,0+2+1=3c0->33
66+48->6+8=4c1,6+4+1=1c1->114
85+49->5+9=4c1,8+4+1=3c1->134
79+66->9+6=5c1,7+6+1=4c1->145
4+71->4+1=5,0+7=7->75
7+2->7+2=9->9
79+40->9+0=9,7+4=1c1->119
60+30->0+0=0,6+3=9->90
73+18->3+8=1c1,7+1+1=9c0->91
16+80->6+0=6,1+8=9->96
82+74->2+4=6,8+7=5c1->156
28+83->8+3=1c1,2+8+1=1c1->111
37+14->7+4=1c1,3+1+1=5c0->51
97+28->7+8=5c1,9+2+1=2c1->125
52+64->2+4=6,5+6=1c1->116
21+97->1+7=8,2+9=1c1->118
9+49->9+9=8c1,0+4+1=5c0->58
39+51->9+1=0c1,3+5+1=9c0->90
14+1->4+1=5,1+0=1->15
45+92->5+2=7,4+9=3c1->137
69+31->9+1=0c1,6+3+1=0c1->100
96+65->6+5=1c1,9+6+1=6c1->161
91+16->1+6=7,9+1=0c1->107
58+46->8+6=4c1,5+4+1=0c1->104
39+76->9+6=5c1,3+7+1=1c1->115
5+68->5+8=3c1,0+6+1=7c0->73
74+39->4+9=3c1,7+3+1=1c1->113
21+11->1+1=2,2+1=3->32
56+6->6+6=2c1,5+0+1=6c0->62
33+59->3+9=2c1,3+5+1=9c0->92
24+59->4+9=3c1,2+5+1=8c0->83
32+91->2+1=3,3+9=2c1->123
21+75->1+5=6,2+7=9->96
61+28->1+8=9,6+2=8->89
74+21->4+1=5,7+2=9->95
81+42->1+2=3,8+4=2c1->123
83+87->3+7=0c1,8+8+1=7c1->170
5+62->5+2=7,0+6=6->67
8+99->8+9=7c1,0+9+1=0c1->107
18+58->8+8=6c1,1+5+1=7c0->76
38+21->8+1=9,3+2=5->59
75+61->5+1=6,7+6=3c1->136
88+93->8+3=1c1,8+9+1=8c1->181
93+86->3+6=9,9+8=7c1->179
67+90->7+0=7,6+9=5c1->157
3+87->3+7=0c1,0+8+1=9c0->90
16+99->6+9=5c1,1+9+1=1c1->115
20+6->0+6=6,2+0=2->26
81+23->1+3=4,8+2=0c1->104
84+42->4+2=6,8+4=2c1->126
6+30->6+0=6,0+3=3->36
45+76->5+6=1c1,4+7+1=2c1->121
80+11->0+1=1,8+1=9->91
9+68->9+8=7c1,0+6+1=7c0->77
14+35->4+5=9,1+3=4->49
73+62->3+2=5,7+6=3c1->135
16+45->6+5=1c1,1+4+1=6c0->61
74+24->4+4=8,7+2=9->98
22+30->2+0=2,2+3=5->52
69+20->9+0=9,6+2=8->89
83+63->3+3=6,8+6=4c1->146
78+56->8+6=4c1,7+5+1=3c1->134
90+26->0+6=6,9+2=1c1->116
5+8->5+8=3c1->13
34+91->4+1=5,3+9=2c1->125
26+95->6+5=1c1,2+9+1=2c1->121
9+70->9+0=9,0+7=7->79
76+18->6+8=4c1,7+1+1=9c0->94
11+67->1+7=8,1+6=7->78
55+7->5+7=2c1,5+0+1=6c0->62
40+9->0+9=9,4+0=4->49
27+5->7+5=2c1,2+0+1=3c0->32
87+25->7+5=2c1,8+2+1=1c1->112
54+55->4+5=9,5+5=0c1->109
85+95->5+5=0c1,8+9+1=8c1->180
58+23->8+3=1c1,5+2+1=8c0->81
74+29->4+9=3c1,7+2+1=0c1->103
11+44->1+4=5,1+4=5->55
7+27->7+7=4c1,0+2+1=3c0->34
70+34->0+4=4,7+3=0c1->104
88+76->8+6=4c1,8+7+1=6c1->164
90+41->0+1=1,9+4=3c1->131
52+22->2+2=4,5+2=7->74
36+7->6+7=3c1,3+0+1=4c0->43
40+97->0+7=7,4+9=3c1->137
77+31->7+1=8,7+3=0c1->108
19+47->9+7=6c1,1+4+1=6c0->66
57+26->7+6=3c1,5+2+1=8c0->83
52+77->2+7=9,5+7=2c1->129
97+41->7+1=8,9+4=3c1->138
69+38->9+8=7c1,6+3+1=0c1->107
33+77->3+7=0c1,3+7+1=1c1->110
98+6->8+6=4c1,9+0+1=0c1->104
94+3->4+3=7,9+0=9->97
94+37->4+7=1c1,9+3+1=3c1->131
9+75->9+5=4c1,0+7+1=8c0->84
53+28->3+8=1c1,5+2+1=8c0->81
60+15->0+5=5,6+1=7->75
91+15->1+5=6,9+1=0c1->106
85+28->5+8=3c1,8+2+1=1c1->113
17+59->7+9=6c1,1+5+1=7c0->76
98+3->8+3=1c1,9+0+1=0c1->101
87+58->7+8=5c1,8+5+1=4c1->145
52+97->2+7=9,5+9=4c1->149
48+63->8+3=1c1,4+6+1=1c1->111
77+51->7+1=8,7+5=2c1->128
40+25->0+5=5,4+2=6->65
60+14->0+4=4,6+1=7->74
13+16->3+6=9,1+1=2->29
85+29->5+9=4c1,8+2+1=1c1->114
19+34->9+4=3c1,1+3+1=5c0->53
78+4->8+4=2c1,7+0+1=8c0->82
79+78->9+8=7c1,7+7+1=5c1->157
67+93->7+3=0c1,6+9+1=6c1->160
41+15->1+5=6,4+1=5->56
71+43->1+3=4,7+4=1c1->114
51+67->1+7=8,5+6=1c1->118
3+79->3+9=2c1,0+7+1=8c0->82
38+55->8+5=3c1,3+5+1=9c0->93
98+94->8+4=2c1,9+9+1=9c1->192
68+29->8+9=7c1,6+2+1=9c0->97
75+10->5+0=5,7+1=8->85
56+94->6+4=0c1,5+9+1=5c1->150
72+7->2+7=9,7+0=7->79
20+78->0+8=8,2+7=9->98
4+23->4+3=7,0+2=2->27
38+59->8+9=7c1,3+5+1=9c0->97
37+34->7+4=1c1,3+3+1=7c0->71
51+72->1+2=3,5+7=2c1->123
8+33->8+3=1c1,0+3+1=4c0->41
96+12->6+2=8,9+1=0c1->108
14+97->4+7=1c1,1+9+1=1c1->111
29+90->9+0=9,2+9=1c1->119
70+75->0+5=5,7+7=4c1->145
22+19->2+9=1c1,2+1+1=4c0->41
3+12->3+2=5,0+1=1->15
67+2->7+2=9,6+0=6->69
56+32->6+2=8,5+3=8->88
54+64->4+4=8,5+6=1c1->118
53+90->3+0=3,5+9=4c1->143
77+86->7+6=3c1,7+8+1=6c1->163
17+3->7+3=0c1,1+0+1=2c0->20
44+36->4+6=0c1,4+3+1=8c0->80
72+8->2+8=0c1,7+0+1=8c0->80
3+80->3+0=3,0+8=8->83
54+40->4+0=4,5+4=9->94
10+29->0+9=9,1+2=3->39
15+30->5+0=5,1+3=4->45
69+22->9+2=1c1,6+2+1=9c0->91
55+32->5+2=7,5+3=8->87
33+34->3+4=7,3+3=6->67
49+22->9+2=1c1,4+2+1=7c0->71
71+91->1+1=2,7+9=6c1->162
13+75->3+5=8,1+7=8->88
35+31->5+1=6,3+3=6->66
69+15->9+5=4c1,6+1+1=8c0->84
19+78->9+8=7c1,1+7+1=9c0->97
83+78->3+8=1c1,8+7+1=6c1->161
41+21->1+1=2,4+2=6->62
31+34->1+4=5,3+3=6->65
47+97->7+7=4c1,4+9+1=4c1->144
60+52->0+2=2,6+5=1c1->112
24+10->4+0=4,2+1=3->34
77+81->7+1=8,7+8=5c1->158
37+43->7+3=0c1,3+4+1=8c0->80
80+91->0+1=1,8+9=7c1->171
77+61->7+1=8,7+6=3c1->138
4+32->4+2=6,0+3=3->36
36+46->6+6=2c1,3+4+1=8c0->82
10+66->0+6=6,1+6=7->76
36+45->6+5=1c1,3+4+1=8c0->81
21+27->1+7=8,2+2=4->48
38+61->8+1=9,3+6=9->99
4+75->4+5=9,0+7=7->79
13+47->3+7=0c1,1+4+1=6c0->60
69+9->9+9=8c1,6+0+1=7c0->78
9+90->9+0=9,0+9=9->99
69+62->9+2=1c1,6+6+1=3c1->131
54+4->4+4=8,5+0=5->58
9+47->9+7=6c1,0+4+1=5c0->56
81+90->1+0=1,8+9=7c1->171
84+18->4+8=2c1,8+1+1=0c1->102
22+87->2+7=9,2+8=0c1->109
79+41->9+1=0c1,7+4+1=2c1->120
47+90->7+0=7,4+9=3c1->137
62+3->2+3=5,6+0=6->65
53+61->3+1=4,5+6=1c1->114
70+70->0+0=0,7+7=4c1->140
91+24->1+4=5,9+2=1c1->115
20+28->0+8=8,2+2=4->48
64+44->4+4=8,6+4=0c1->108
33+6->3+6=9,3+0=3->39
21+72->1+2=3,2+7=9->93
56+92->6+2=8,5+9=4c1->148
55+6->5+6=1c1,5+0+1=6c0->61
38+8->8+8=6c1,3+0+1=4c0->46
18+53->8+3=1c1,1+5+1=7c0->71
69+32->9+2=1c1,6+3+1=0c1->101
64+39->4+9=3c1,6+3+1=0c1->103
26+6->6+6=2c1,2+0+1=3c0->32
71+56->1+6=7,7+5=2c1->127
40+10->0+0=0,4+1=5->50
4+17->4+7=1c1,0+1+1=2c0->21
56+99->6+9=5c1,5+9+1=5c1->155
94+36->4+6=0c1,9+3+1=3c1->130
48+67->8+7=5c1,4+6+1=1c1->115
88+26->8+6=4c1,8+2+1=1c1->114
4+34->4+4=8,0+3=3->38
61+3->1+3=4,6+0=6->64
14+27->4+7=1c1,1+2+1=4c0->41
37+66->7+6=3c1,3+6+1=0c1->103
71+89->1+9=0c1,7+8+1=6c1->160
1+64->1+4=5,0+6=6->65
4+81->4+1=5,0+8=8->85
42+25->2+5=7,4+2=6->67
45+27->5+7=2c1,4+2+1=7c0->72
86+93->6+3=9,8+9=7c1->179
67+12->7+2=9,6+1=7->79
80+83->0+3=3,8+8=6c1->163
44+94->4+4=8,4+9=3c1->138
58+61->8+1=9,5+6=1c1->119
79+95->9+5=4c1,7+9+1=7c1->174
19+49->9+9=8c1,1+4+1=6c0->68
49+2->9+2=1c1,4+0+1=5c0->51
77+24->7+4=1c1,7+2+1=0c1->101
28+23->8+3=1c1,2+2+1=5c0->51
65+93->5+3=8,6+9=5c1->158
27+46->7+6=3c1,2+4+1=7c0->73
73+15->3+5=8,7+1=8->88
12+4->2+4=6,1+0=1->16
23+89->3+9=2c1,2+8+1=1c1->112
29+26->9+6=5c1,2+2+1=5c0->55
60+67->0+7=7,6+6=2c1->127
93+16->3+6=9,9+1=0c1->109
16+61->6+1=7,1+6=7->77
10+79->0+9=9,1+7=8->89
80+66->0+6=6,8+6=4c1->146
49+76->9+6=5c1,4+7+1=2c1->125
76+93->6+3=9,7+9=6c1->169
55+33->5+3=8,5+3=8->88
39+58->9+8=7c1,3+5+1=9c0->97
62+84->2+4=6,6+8=4c1->146
83+52->3+2=5,8+5=3c1->135
80+65->0+5=5,8+6=4c1->145
67+77->7+7=4c1,6+7+1=4c1->144
68+4->8+4=2c1,6+0+1=7c0->72
86+58->6+8=4c1,8+5+1=4c1->144
43+50->3+0=3,4+5=9->93
78+58->8+8=6c1,7+5+1=3c1->136
45+10->5+0=5,4+1=5->55
23+99->3+9=2c1,2+9+1=2c1->122
92+31->2+1=3,9+3=2c1->123
24+97->4+7=1c1,2+9+1=2c1->121
31+51->1+1=2,3+5=8->82
53+77->3+7=0c1,5+7+1=3c1->130
97+8->7+8=5c1,9+0+1=0c1->105
22+84->2+4=6,2+8=0c1->106
71+62->1+2=3,7+6=3c1->133
22+59->2+9=1c1,2+5+1=8c0->81
19+69->9+9=8c1,1+6+1=8c0->88
41+34->1+4=5,4+3=7->75
26+16->6+6=2c1,2+1+1=4c0->42
81+37->1+7=8,8+3=1c1->118
58+25->8+5=3c1,5+2+1=8c0->83
39+81->9+1=0c1,3+8+1=2c1->120
72+25->2+5=7,7+2=9->97
15+28->5+8=3c1,1+2+1=4c0->43
73+38->3+8=1c1,7+3+1=1c1->111
43+30->3+0=3,4+3=7->73
92+37->2+7=9,9+3=2c1->129
49+46->9+6=5c1,4+4+1=9c0->95
35+53->5+3=8,3+5=8->88
68+99->8+9=7c1,6+9+1=6c1->167
69+39->9+9=8c1,6+3+1=0c1->108
50+88->0+8=8,5+8=3c1->138
85+90->5+0=5,8+9=7c1->175
95+25->5+5=0c1,9+2+1=2c1->120
88+83->8+3=1c1,8+8+1=7c1->171
56+79->6+9=5c1,5+7+1=3c1->135
9+25->9+5=4c1,0+2+1=3c0->34
86+54->6+4=0c1,8+5+1=4c1->140
73+46->3+6=9,7+4=1c1->119
99+13->9+3=2c1,9+1+1=1c1->112
26+18->6+8=4c1,2+1+1=4c0->44
96+36->6+6=2c1,9+3+1=3c1->132
22+64->2+4=6,2+6=8->86
50+7->0+7=7,5+0=5->57
74+74->4+4=8,7+7=4c1->148
35+21->5+1=6,3+2=5->56
23+27->3+7=0c1,2+2+1=5c0->50
26+34->6+4=0c1,2+3+1=6c0->60
38+16->8+6=4c1,3+1+1=5c0->54
85+83->5+3=8,8+8=6c1->168
53+33->3+3=6,5+3=8->86
49+19->9+9=8c1,4+1+1=6c0->68
16+71->6+1=7,1+7=8->87
52+78->2+8=0c1,5+7+1=3c1->130
7+93->7+3=0c1,0+9+1=0c1->100
75+89->5+9=4c1,7+8+1=6c1->164
34+38->4+8=2c1,3+3+1=7c0->72
46+31->6+1=7,4+3=7->77
34+22->4+2=6,3+2=5->56
59+52->9+2=1c1,5+5+1=1c1->111
87+91->7+1=8,8+9=7c1->178
86+6->6+6=2c1,8+0+1=9c0->92
38+58->8+8=6c1,3+5+1=9c0->96
58+40->8+0=8,5+4=9->98
53+63->3+3=6,5+6=1c1->116
60+96->0+6=6,6+9=5c1->156
96+69->6+9=5c1,9+6+1=6c1->165
35+18->5+8=3c1,3+1+1=5c0->53
94+9->4+9=3c1,9+0+1=0c1->103
33+81->3+1=4,3+8=1c1->114
19+93->9+3=2c1,1+9+1=1c1->112
84+7->4+7=1c1,8+0+1=9c0->91
85+30->5+0=5,8+3=1c1->115
92+53->2+3=5,9+5=4c1->145
23+96->3+6=9,2+9=1c1->119
87+79->7+9=6c1,8+7+1=6c1->166
10+58->0+8=8,1+5=6->68
67+38->7+8=5c1,6+3+1=0c1->105
36+72->6+2=8,3+7=0c1->108
78+86->8+6=4c1,7+8+1=6c1->164
11+70->1+0=1,1+7=8->81
2+42->2+2=4,0+4=4->44
22+76->2+6=8,2+7=9->98
4+76->4+6=0c1,0+7+1=8c0->80
54+38->4+8=2c1,5+3+1=9c0->92
33+66->3+6=9,3+6=9->99
15+55->5+5=0c1,1+5+1=7c0->70
86+16->6+6=2c1,8+1+1=0c1->102
72+70->2+0=2,7+7=4c1->142
79+69->9+9=8c1,7+6+1=4c1->148
94+84->4+4=8,9+8=7c1->178
17+83->7+3=0c1,1+8+1=0c1->100
90+73->0+3=3,9+7=6c1->163
19+57->9+7=6c1,1+5+1=7c0->76
75+57->5+7=2c1,7+5+1=3c1->132
97+31->7+1=8,9+3=2c1->128
44+80->4+0=4,4+8=2c1->124
47+9->7+9=6c1,4+0+1=5c0->56
26+56->6+6=2c1,2+5+1=8c0->82
13+86->3+6=9,1+8=9->99
94+65->4+5=9,9+6=5c1->159
25+99->5+9=4c1,2+9+1=2c1->124
98+79->8+9=7c1,9+7+1=7c1->177
32+35->2+5=7,3+3=6->67
55+58->5+8=3c1,5+5+1=1c1->113
97+79->7+9=6c1,9+7+1=7c1->176
68+5->8+5=3c1,6+0+1=7c0->73
44+50->4+0=4,4+5=9->94
34+57->4+7=1c1,3+5+1=9c0->91
64+90->4+0=4,6+9=5c1->154
83+74->3+4=7,8+7=5c1->157
20+3->0+3=3,2+0=2->23
70+36->0+6=6,7+3=0c1->106
50+55->0+5=5,5+5=0c1->105
30+74->0+4=4,3+7=0c1->104
77+57->7+7=4c1,7+5+1=3c1->134
29+77->9+7=6c1,2+7+1=0c1->106
81+93->1+3=4,8+9=7c1->174
29+9->9+9=8c1,2+0+1=3c0->38
11+27->1+7=8,1+2=3->38
18+41->8+1=9,1+4=5->59
96+68->6+8=4c1,9+6+1=6c1->164
98+45->8+5=3c1,9+4+1=4c1->143
80+20->0+0=0,8+2=0c1->100
51+96->1+6=7,5+9=4c1->147
34+79->4+9=3c1,3+7+1=1c1->113
40+94->0+4=4,4+9=3c1->134
78+12->8+2=0c1,7+1+1=9c0->90
65+14->5+4=9,6+1=7->79
40+24->0+4=4,4+2=6->64
79+5->9+5=4c1,7+0+1=8c0->84
12+15->2+5=7,1+1=2->27
88+41->8+1=9,8+4=2c1->129
90+23->0+3=3,9+2=1c1->113
74+5->4+5=9,7+0=7->79
47+18->7+8=5c1,4+1+1=6c0->65
90+30->0+0=0,9+3=2c1->120
32+42->2+2=4,3+4=7->74
68+96->8+6=4c1,6+9+1=6c1->164
75+60->5+0=5,7+6=3c1->135
21+49->1+9=0c1,2+4+1=7c0->70
46+80->6+0=6,4+8=2c1->126
93+89->3+9=2c1,9+8+1=8c1->182
82+82->2+2=4,8+8=6c1->164
63+75->3+5=8,6+7=3c1->138
20+73->0+3=3,2+7=9->93
